Stock,URL
DAMOINDUS,https://www.bseindia.com/stock-share-price/DAMODAR-INDUSTRIES-LTD.-$/DAMOINDUS/521220
SANBLUE,https://www.bseindia.com/stock-share-price/SANBLUE-CORPORATION-LTD./SANBLUE/521222
UNIROYAL,https://www.bseindia.com/stock-share-price/UNIROYAL-INDUSTRIES-LTD./UNIROYAL/521226
TATIAGLOB,https://www.bseindia.com/stock-share-price/TATIA-GLOBAL-VENNTURE-LTD./TATIAGLOB/521228
SUNILTX,https://www.bseindia.com/stock-share-price/SUNIL-INDUSTRIES-LTD./SUNILTX/521232
SRINACHA,https://www.bseindia.com/stock-share-price/SRI-NACHAMMAI-COTTON-MILLS-LTD.-$/SRINACHA/521234
SAMBANDAM,https://www.bseindia.com/stock-share-price/SAMBANDAM-SPINNING-MILLS-LTD.-$/SAMBANDAM/521240
KANDAGIRI,https://www.bseindia.com/stock-share-price/KANDAGIRI-SPINNING-MILLS-LTD.-$/KANDAGIRI/521242
KITEX,https://www.bseindia.com/stock-share-price/KITEX-GARMENTS-LTD./KITEX/521248
CRANEX,https://www.bseindia.com/stock-share-price/CRANEX-LTD./CRANEX/522001
BATLIBOI,https://www.bseindia.com/stock-share-price/BATLIBOI-LTD.-$/BATLIBOI/522004
AUSTENG,https://www.bseindia.com/stock-share-price/AUSTIN-ENGINEERING-CO.LTD./AUSTENG/522005
UNIDT,https://www.bseindia.com/stock-share-price/UNITED-DRILLING-TOOLS-LTD./UNIDT/522014
FLUIDOM,https://www.bseindia.com/stock-share-price/FLUIDOMAT-LTD./FLUIDOM/522017
EMAINDIA,https://www.bseindia.com/stock-share-price/EMA-INDIA-LTD./EMAINDIA/522027
WINDMACHIN,https://www.bseindia.com/stock-share-price/WINDSOR-MACHINES-LTD./WINDMACHIN/522029
SHANTIGEAR,https://www.bseindia.com/stock-share-price/SHANTHI-GEARS-LTD./SHANTIGEAR/522034
MIVENMACH,https://www.bseindia.com/stock-share-price/MIVEN-MACHINE-TOOLS-LTD./MIVENMACH/522036
HONDAPOWER,https://www.bseindia.com/stock-share-price/Honda-India-Power-Products-Ltd/HONDAPOWER/522064
HITECHGEAR,https://www.bseindia.com/stock-share-price/The-Hi-Tech-Gears-Ltd/HITECHGEAR/522073
ELGIEQUIP,https://www.bseindia.com/stock-share-price/ELGI-EQUIPMENTS-LTD./ELGIEQUIP/522074
UVDRHOR,https://www.bseindia.com/stock-share-price/UNITED-VAN-DER-HORST-LTD./UVDRHOR/522091
KLBRENG-B,https://www.bseindia.com/stock-share-price/KILBURN-ENGINEERING-LTD./KLBRENG-B/522101
BIRLAPREC,https://www.bseindia.com/stock-share-price/BIRLA-PRECISION-TECHNOLOGIES-LTD./BIRLAPREC/522105
YUKEN,https://www.bseindia.com/stock-share-price/YUKEN-INDIA-LTD.-$/YUKEN/522108
TIMKEN,https://www.bseindia.com/stock-share-price/TIMKEN-INDIA-LTD./TIMKEN/522113
VOITHPAPR,https://www.bseindia.com/stock-share-price/VOITH-PAPER-FABRICS-INDIA-LTD.-$/VOITHPAPR/522122
ARTSONEN,https://www.bseindia.com/stock-share-price/ARTSON-ENGINEERING-LTD./ARTSONEN/522134
SOLIMAC,https://www.bseindia.com/stock-share-price/SOLITAIRE-MACHINE-TOOLS-LTD./SOLIMAC/522152
INDSILHYD,https://www.bseindia.com/stock-share-price/INDSIL-HYDRO-POWER-AND-MANGANESE-LTD.-$/INDSILHYD/522165
TMTIND-B1,https://www.bseindia.com/stock-share-price/TMT-(INDIA)-LTD./TMTIND-B1/522171
ITL,https://www.bseindia.com/stock-share-price/ITL-INDUSTRIES-LTD.-$/ITL/522183
FRONTSP,https://www.bseindia.com/stock-share-price/FRONTIER-SPRINGS-LTD./FRONTSP/522195
PRAJIND,https://www.bseindia.com/stock-share-price/PRAJ-INDUSTRIES-LTD./PRAJIND/522205
RASANDIK,https://www.bseindia.com/stock-share-price/RASANDIK-ENGINEERING-INDUSTRIES-INDIA-LTD.-$/RASANDIK/522207
YOGISUNG,https://www.bseindia.com/stock-share-price/YOGI-SUNG-WON-(INDIA)-LTD./YOGISUNG/522209
HLEGLAS,https://www.bseindia.com/stock-share-price/HLE-Glascoat-Ltd/HLEGLAS/522215
GUJAPOLLO,https://www.bseindia.com/stock-share-price/GUJARAT-APOLLO-INDUSTRIES-LTD./GUJAPOLLO/522217
TANAA,https://www.bseindia.com/stock-share-price/TANEJA-AEROSPACE-&-AVIATION-LTD.-$/TANAA/522229
CONART,https://www.bseindia.com/stock-share-price/CONART-ENGINEERS-LTD.-$/CONART/522231
SHIVAGR,https://www.bseindia.com/stock-share-price/SHIVAGRICO-IMPLEMENTS-LTD./SHIVAGR/522237
MMFL,https://www.bseindia.com/stock-share-price/M.M.FORGINGS-LTD.-$/MMFL/522241
IYKOTHITE,https://www.bseindia.com/stock-share-price/IYKOT-HITECH-TOOLROOM-LTD./IYKOTHITE/522245
MAYURUNIQ,https://www.bseindia.com/stock-share-price/MAYUR-UNIQUOTERS-LTD.-$/MAYURUNIQ/522249
CENLUB,https://www.bseindia.com/stock-share-price/CENLUB-INDUSTRIES-LTD./CENLUB/522251
RAJOOENG,https://www.bseindia.com/stock-share-price/RAJOO-ENGINEERS-LTD.-$/RAJOOENG/522257
JMCPROJECT,https://www.bseindia.com/stock-share-price/JMC-PROJECTS-(INDIA)-LTD.-$/JMCPROJECT/522263
VJLAXMIE,https://www.bseindia.com/stock-share-price/VEEJAY-LAKSHMI-ENGINEERING-WORKS-LTD.-$/VJLAXMIE/522267
AHMDSTE,https://www.bseindia.com/stock-share-price/AHMEDABAD-STEELCRAFT-LTD./AHMDSTE/522273
GET&D,https://www.bseindia.com/stock-share-price/GE-T&D-India-Ltd/GET&D/522275
RAMRAT,https://www.bseindia.com/stock-share-price/RAM-RATNA-WIRES-LTD.-$/RAMRAT/522281
JAYNECOIND,https://www.bseindia.com/stock-share-price/JAYASWAL-NECO-INDUSTRIES-LTD./JAYNECOIND/522285
KALPATPOWR,https://www.bseindia.com/stock-share-price/KALPATARU-POWER-TRANSMISSION-LTD./KALPATPOWR/522287
NMSRESRC,https://www.bseindia.com/stock-share-price/NMS-Resources-Global-Ltd/NMSRESRC/522289
CANDOUR,https://www.bseindia.com/stock-share-price/Candour-Techtex-Ltd/CANDOUR/522292
TIGLOB,https://www.bseindia.com/stock-share-price/T-&-I-GLOBAL-LTD./TIGLOB/522294
CONTROLPR,https://www.bseindia.com/stock-share-price/CONTROL-PRINT-LTD.-$/CONTROLPR/522295
BEMHY,https://www.bseindia.com/stock-share-price/BEMCO-HYDRAULICS-LTD./BEMHY/522650
ANSALBU,https://www.bseindia.com/stock-share-price/ANSAL-BUILDWELL-LTD.-$/ANSALBU/523007
WEIZMANIND,https://www.bseindia.com/stock-share-price/WEIZMANN-LTD./WEIZMANIND/523011
BNRSEC,https://www.bseindia.com/stock-share-price/B.N.RATHI-SECURITIES-LTD./BNRSEC/523019
RISHITECH,https://www.bseindia.com/stock-share-price/RISHI-TECHTEX-LTD./RISHITECH/523021
SINCLAIR,https://www.bseindia.com/stock-share-price/SINCLAIRS-HOTELS-LTD.-$/SINCLAIR/523023
SAFARIND,https://www.bseindia.com/stock-share-price/SAFARI-INDUSTRIES-(INDIA)-LTD./SAFARIND/523025
ZBINTXPP,https://www.bseindia.com/stock-share-price/BINAYAK-TEX-PROCESSORS-LTD./ZBINTXPP/523054
JJFINCOR,https://www.bseindia.com/stock-share-price/J.J.FINANCE-CORPORATION-LTD./JJFINCOR/523062
COSMOFE,https://www.bseindia.com/stock-share-price/COSMO-FERRITES-LTD.-$/COSMOFE/523100
ZPPOLYSA,https://www.bseindia.com/stock-share-price/PLANTER-POLYSACKS-LTD./ZPPOLYSA/523105
FUTURSEC,https://www.bseindia.com/stock-share-price/FUTURISTIC-SECURITIES-LTD./FUTURSEC/523113
SANCTRN,https://www.bseindia.com/stock-share-price/SANCO-TRANS-LTD./SANCTRN/523116
ADORMUL,https://www.bseindia.com/stock-share-price/ADOR-MULTIPRODUCTS-LTD./ADORMUL/523120
EIHAHOTELS,https://www.bseindia.com/stock-share-price/EIH-ASSOCIATED-HOTELS-LTD.-$/EIHAHOTELS/523127
MEDICAPQ,https://www.bseindia.com/stock-share-price/MEDI-CAPS-LTD.-$/MEDICAPQ/523144
OTCO,https://www.bseindia.com/stock-share-price/OTCO-INTERNATIONAL-LTD./OTCO/523151
