Stock,URL
M&M,https://www.bseindia.com/stock-share-price/MAHINDRA-&-MAHINDRA-LTD./M&M/500520
BOSCHLTD,https://www.bseindia.com/stock-share-price/BOSCH-LTD./BOSCHLTD/500530
PREMIER,https://www.bseindia.com/stock-share-price/PREMIER-LTD./PREMIER/500540
BPCL,https://www.bseindia.com/stock-share-price/BHARAT-PETROLEUM-CORPORATION-LTD./BPCL/500547
SIEMENS,https://www.bseindia.com/stock-share-price/SIEMENS-LTD./SIEMENS/500550
TATAMOTORS,https://www.bseindia.com/stock-share-price/TATA-MOTORS-LTD./TATAMOTORS/500570
VOLTAS,https://www.bseindia.com/stock-share-price/VOLTAS-LTD./VOLTAS/500575
GESHIP,https://www.bseindia.com/stock-share-price/GREAT-EASTERN-SHIPPING-CO.LTD./GESHIP/500620
DEEPAKFERT,https://www.bseindia.com/stock-share-price/DEEPAK-FERTILISERS-&-PETROCHEMICALS-CORPORATION-LTD./DEEPAKFERT/500645
EXCELINDUS,https://www.bseindia.com/stock-share-price/EXCEL-INDUSTRIES-LTD./EXCELINDUS/500650
GRWRHITECH,https://www.bseindia.com/stock-share-price/Garware-Hi-Tech-Films-Ltd/GRWRHITECH/500655
GLAXO,https://www.bseindia.com/stock-share-price/GLAXOSMITHKLINE-PHARMACEUTICALS-LTD./GLAXO/500660
GNFC,https://www.bseindia.com/stock-share-price/GUJARAT-NARMADA-VALLEY-FERTILIZERS-&-CHEMICALS-LTD./GNFC/500670
NOVARTIND,https://www.bseindia.com/stock-share-price/NOVARTIS-INDIA-LTD./NOVARTIND/500672
SANOFI,https://www.bseindia.com/stock-share-price/Sanofi-India-Ltd/SANOFI/500674
PFIZER,https://www.bseindia.com/stock-share-price/PFIZER-LTD./PFIZER/500680
GSFC,https://www.bseindia.com/stock-share-price/GUJARAT-STATE-FERTILIZERS-&-CHEMICALS-LTD./GSFC/500690
HINDUNILVR,https://www.bseindia.com/stock-share-price/HINDUSTAN-UNILEVER-LTD./HINDUNILVR/500696
AKZOINDIA,https://www.bseindia.com/stock-share-price/Akzo-Nobel-India-Limited/AKZOINDIA/500710
NOCIL,https://www.bseindia.com/stock-share-price/NOCIL-LTD./NOCIL/500730
TATACHEM,https://www.bseindia.com/stock-share-price/TATA-CHEMICALS-LTD./TATACHEM/500770
TNPETRO,https://www.bseindia.com/stock-share-price/TAMILNADU-PETROPRODUCTS-LTD./TNPETRO/500777
ZUARIIND,https://www.bseindia.com/stock-share-price/Zuari-Industries-Ltd/ZUARIIND/500780
