SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,Turnover (Lakh)
NEXTMEDIA,NEXT MEDIAWORKS LTD.,B ,10.00,Advertising & Media Agencies,Consumer Discretionary,6.72,7.05,7.05,6.5,6.89,11.45,4.37,7.11(5%),6.45(5%),,0.18,,45.35,11.34,10.0,-0.38,-0.38,-18,29.48,-164.71,1.21
SMARTLINK,Smartlink Holdings Ltd,B ,2.00,Computers Hardware & Equipments,Information Technology,133.0,132.9,133.2,125.35,128.82,253.8,96.25,140.40(10%),114.90(10%),,,,127.33,38.2,2.0,29.05,30.14,4.39,0.7,15.83,5.19
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,A ,1.00,Personal Care,Fast Moving Consumer Goods,854.3,858.0,883.95,855.55,872.94,1138.5,660.2,960.05(10%),785.55(10%),0.94,0.47,4.12,89250.88,33022.82,1.0,14.41,15.29,60.58,11.37,18.77,
GENUSPRIME,Genus Prime Infra Ltd,X ,2.00,Commodity Chemicals,Commodities,10.6,11.66,11.66,9.66,10.38,17.86,4.31,11.19(10%),9.17(10%),,,,15.2,3.8,10.0,-0.03,-0.03,-292.21,0.54,-0.18,0.14
BFUTILITIE,BF UTILITIES LTD.-$,A ,5.00,Civil Construction,Industrials,331.7,334.05,336.05,329.85,331.62,489.8,262.9,396.90(20%),264.60(20%),0.11,,,1245.86,485.88,10.0,0.75,1.29,440.7,9.42,2.14,12.54
UNITDSPR,UNITED SPIRITS LTD.,B ,2.00,Breweries & Distilleries,Fast Moving Consumer Goods,785.55,789.85,797.35,783.5,790.64,1019.75,629.5,865.05(10%),707.85(10%),0.98,0.33,2.6,57146.5,22858.6,10.0,12.54,16.17,62.73,11.66,18.59,
SANINFRA,Sanmit Infra Limited,X ,10.00,Refineries & Marketing,Energy,448.8,448.9,461.0,446.5,455.47,462.9,143.0,543.90(20%),362.60(20%),0.16,0.22,1.02,716.17,157.56,5.0,4.05,4.81,111.8,26.38,23.6,
OLECTRA,Olectra Greentech Ltd,B ,4.00,Passenger Cars & Utility Vehicles,Consumer Discretionary,614.05,622.0,628.0,611.0,618.71,940.45,275.7,644.80(5%),583.40(5%),0.19,,,5040.58,2419.48,10.0,6.39,9.48,96.06,6.45,6.72,53.12
MPSLTD,MPS LTD.,B ,10.00,E-Learning,Consumer Discretionary,670.15,668.65,697.15,668.65,688.06,805.0,505.6,827.60(20%),551.80(20%),,,,1179.79,377.53,1.0,40.82,48.31,16.9,3.62,21.42,1.58
RAINBOWDQ,RAINBOW DENIM LTD.,XT,10.00,Other Textile Products,Consumer Discretionary,5.54,5.48,5.48,5.27,5.27,10.25,2.25,5.53(5%),5.01(5%),,,,7,1.96,10.0,-1.69,-0.86,-3.13,-0.04,1.37,0.08
CERA,CERA SANITARYWARE LTD.,A ,5.00,Sanitary Ware,Consumer Discretionary,4702.65,4703.5,4810.0,4701.0,4751.87,6430.45,3518.6,"5,661.75(20%)","3,774.55(20%)",,,1.41,6136.37,2761.36,5.0,135.38,158.55,34.85,6.1,17.51,
TSPIRITUAL,T.SPIRITUAL WORLD LTD.,X ,10.00,Software Products,Information Technology,1.48,1.41,1.41,1.41,1.41,1.77,0.47,1.48(5%),1.34(5%),0.51,,,2.82,2.34,10.0,-0.36,-0.36,-3.88,1.47,-37.99,0.05
BHARTIARTL,BHARTI AIRTEL LTD.,A ,5.00,Telecom - Cellular & Fixed line services,Telecommunication,693.95,700.0,710.0,697.2,704.5,781.9,567.74,773.95(10%),633.25(10%),4.53,1.18,8.34,391428.98,172228.75,10.0,-6.16,35.63,-114.21,5.25,-4.59,
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,X ,2.00,Copper,Commodities,9.13,9.13,9.4,8.85,9.15,18.19,5.89,10.82(20%),7.22(20%),,,,38.57,13.11,10.0,-0.02,1.98,-453.71,1.47,-0.32,0.3
COMPUAGE,COMPUAGE INFOCOM LTD.,B ,2.00,Computers Hardware & Equipments,Information Technology,22.25,22.55,22.9,22.25,22.48,47.2,20.35,26.75(20%),17.85(20%),0.63,0.32,,144.9,59.41,10.0,4.12,4.64,5.41,0.59,10.83,7.12
GULPOLY,GULSHAN POLYOLS LTD.,B ,1.00,Commodity Chemicals,Commodities,264.1,265.8,267.55,247.25,255.24,429.0,204.7,300.15(20%),200.15(20%),,,,1300.17,442.06,1.0,16.44,22.68,15.21,2.43,15.96,13.99
FAZE3AUTO,Faze Three Autofab Ltd-$,X ,10.00,Other Textile Products,Consumer Discretionary,100.6,102.5,102.5,100.5,102.19,148.25,77.95,120.65(20%),80.45(20%),,,,107.82,26.96,10.0,11.29,16.59,8.9,2.17,24.41,0.39
PONNIERODE,PONNI SUGARS (ERODE) LTD.,B ,10.00,Sugar,Fast Moving Consumer Goods,238.8,239.25,260.0,238.05,254.05,323.95,195.3,307.20(20%),204.80(20%),,0.1,,220.12,123.27,5.0,31.22,39.01,8.2,0.6,7.28,26.28
PNB,PUNJAB NATIONAL BANK,A ,2.00,Public Sector Bank,Financial Services,33.4,33.6,33.9,33.35,33.62,47.6,28.05,36.85(10%),30.15(10%),33.88,27.95,9.4,36886.9,9959.46,10.0,2.49,2.49,13.45,0.39,2.87,
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,A ,5.00,Software Products,Information Technology,3318.55,3340.0,3423.6,3296.4,3371.77,5144.6,2950.65,"3,704.15(10%)","3,030.75(10%)",,,1.46,29077.19,7850.84,10.0,205.08,212.55,16.42,5.01,30.52,
HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,42.05,42.7,44.15,40.75,43.95,48.7,15.7,46.35(5%),41.95(5%),0.42,0.23,,44.81,30.92,10.0,2.45,2.47,18.05,1.81,10,10.29
KAMAHOLD,Kama Holdings Limited-$,A ,10.00,Holding Company,Financial Services,11500.0,11450.0,12112.45,11401.0,11913.91,12880.0,8310.0,"14,295.15(20%)","9,530.15(20%)",,,1.38,7686.77,1921.69,10.0,162.63,162.69,73.25,13.31,18.17,
APTECHT,APTECH LTD.,A ,10.00,Education,Consumer Discretionary,253.0,253.0,254.65,242.75,247.25,447.95,196.05,292.85(20%),195.25(20%),0.15,,,1009.69,514.94,10.0,11.04,12.06,22.1,4.56,20.64,20.61
UNIONBANK,UNION BANK OF INDIA,A ,10.00,Public Sector Bank,Financial Services,38.8,38.8,39.55,38.75,39.18,54.8,32.65,46.65(20%),31.15(20%),6.68,5.68,2.22,26587.17,4519.82,10.0,8.21,8.21,4.74,0.38,7.95,
UBL,UNITED BREWERIES LTD.-$,A ,1.00,Breweries & Distilleries,Fast Moving Consumer Goods,1610.15,1650.0,1650.0,1604.1,1619.24,1793.65,1274.6,"1,778.95(10%)","1,455.55(10%)",,,1.1,42760.92,11545.45,10.0,18.75,27.05,86.24,10.88,12.61,
ISMTLTD,ISMT LTD.,B ,5.00,Iron & Steel Products,Industrials,56.0,57.3,58.8,56.8,58.5,74.35,22.85,61.45(5%),55.65(5%),0.26,0.22,,1759.44,404.67,10.0,81.02,82.96,0.72,1.24,171.98,12.72
NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,B ,10.00,Toll bridge operator,Services,7.1,7.13,7.3,7.1,7.24,10.33,5.13,8.55(20%),5.71(20%),0.21,0.33,,132.76,96.91,10.0,-2.23,0.02,-3.2,0.49,-15.27,2.37
GRANULES,GRANULES INDIA LTD.-$,A ,1.00,Pharmaceuticals,Healthcare,309.5,309.95,314.7,308.8,311.92,396.3,227.0,342.00(10%),279.90(10%),1.52,0.57,1.79,7720.66,4400.78,1.0,15.58,20.67,19.95,3.05,15.27,
CANBK,CANARA BANK,A ,10.00,Public Sector Bank,Financial Services,224.65,225.0,228.6,220.6,225.3,272.8,148.65,243.40(10%),199.20(10%),5.1,5.59,12.6,40146.7,14854.28,10.0,35.96,35.96,6.15,0.61,9.87,
BLIL,BALMER LAWRIE INVESTMENTS LTD.,B ,10.00,Non Banking Financial Company (NBFC),Financial Services,389.45,389.45,396.0,389.45,394.7,487.0,357.1,473.40(20%),315.60(20%),0.11,0.12,,875.68,341.52,10.0,30.01,30.01,13.15,5.47,41.65,45.44
POKARNA,POKARNA LTD.,B ,2.00,Furniture- Home Furnishing- Flooring,Consumer Discretionary,618.8,632.6,645.0,615.95,629.16,832.0,380.0,746.15(20%),497.45(20%),,0.1,,1927.83,828.97,10.0,0.03,2.92,22950.34,14.92,0.07,63.93
DIVISLAB,DIVI'S LABORATORIES LTD.,A ,2.00,Pharmaceuticals,Healthcare,3886.05,3900.0,3949.55,3900.0,3923.45,5425.0,3365.1,"4,302.15(10%)","3,519.95(10%)",0.5,,3.03,103826.09,49836.52,1.0,111.07,122.77,35.21,8.88,25.22,
ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,A ,2.00,Aerospace & Defense,Industrials,270.15,269.0,278.45,269.0,273.51,294.8,146.4,327.00(20%),218.00(20%),0.64,,,2360.17,2147.75,2.0,4.65,7.15,58.59,4,6.83,19.94
RADICO,RADICO KHAITAN LTD.,A ,2.00,Breweries & Distilleries,Fast Moving Consumer Goods,920.75,920.75,932.05,918.0,923.52,1299.85,731.35,"1,106.45(20%)",737.65(20%),0.13,,,12325.39,7148.73,10.0,18.86,23.72,48.88,6.2,12.69,37.38
SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,A ,10.00,Non Banking Financial Company (NBFC),Financial Services,1959.75,1961.2,1989.3,1943.95,1972.41,2600.0,1402.0,"2,346.80(20%)","1,564.60(20%)",,,,13047.22,4566.53,10.0,162.85,174.6,12.01,1.45,12.11,56.49
MARUTI,MARUTI SUZUKI INDIA LTD.,A ,5.00,Passenger Cars & Utility Vehicles,Consumer Discretionary,8970.95,8994.0,8994.0,8810.15,8872.73,9195.0,6540.0,"9,719.65(10%)","7,952.45(10%)",0.5,0.3,26.76,266919.45,117444.56,2.0,143.61,232.82,61.53,4.94,8.02,
RAJPALAYAM,RAJAPALAYAM MILLS LTD.-$,X ,10.00,Other Textile Products,Consumer Discretionary,889.05,906.9,906.9,873.0,887.08,1398.0,700.0,"1,058.75(20%)",705.85(20%),,,,759.27,326.48,2.0,59.72,120.34,14.77,2,13.56,17.89
NAVINFLUOR,Navin Fluorine International Limited-$,A ,2.00,Commodity Chemicals,Commodities,4320.7,4325.5,4553.75,4319.25,4478.73,4553.75,3196.2,"4,928.25(10%)","4,032.25(10%)",0.23,0.23,10.33,22201.42,15318.98,1.0,58.32,67.36,76.83,11.91,15.5,
UCOBANK,UCO BANK,A ,10.00,Public Sector Bank,Financial Services,12.13,12.25,12.3,11.79,12.01,15.3,10.52,14.20(20%),9.48(20%),5.12,10.0,1.2,14155.85,707.79,10.0,0.78,0.78,15.23,0.6,3.94,
BAGFILMS,B.A.G.FILMS & MEDIA LTD.,B ,2.00,TV Broadcasting & Software Production,Consumer Discretionary,5.82,6.05,6.05,5.7,5.86,10.79,2.31,6.36(10%),5.22(10%),0.87,0.34,,114.59,60.74,10.0,0.02,0.17,246.44,0.44,0.18,1.99
JSL,JINDAL STAINLESS LTD.,A ,2.00,Iron & Steel,Commodities,118.25,119.0,119.6,116.0,117.56,224.6,95.05,140.20(20%),93.50(20%),1.37,0.97,1.14,6140.41,1842.12,10.0,32.16,38.93,3.63,1.24,34.24,
SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,B ,1.00,Auto Components & Equipments,Consumer Discretionary,341.2,342.6,348.2,338.05,343.36,478.0,272.25,411.00(20%),274.00(20%),0.18,0.13,,4739.75,2606.86,10.0,8.12,10.04,42.16,5.04,11.95,43.74
TVSELECT,TVS ELECTRONICS LTD.,B ,10.00,Computers Hardware & Equipments,Information Technology,216.15,217.35,222.0,213.4,217.97,284.4,154.65,260.20(20%),173.50(20%),,0.1,,404.43,157.73,10.0,8.09,11.49,26.8,4.37,16.29,21.95
IGL,INDRAPRASTHA GAS LTD.,A ,2.00,LPG/CNG/PNG/LNG Supplier,Energy,351.55,351.4,359.9,349.1,353.62,604.0,322.1,388.60(10%),318.00(10%),1.2,1.31,4.62,24731.03,12365.51,1.0,18.79,23.31,18.81,3.57,18.96,
TVTODAY,TV TODAY NETWORK LTD.,A ,5.00,TV Broadcasting & Software Production,Consumer Discretionary,286.4,288.85,289.35,279.9,284.12,460.0,236.0,337.00(20%),224.70(20%),,,,1675.79,703.83,10.0,30.45,37.55,9.22,1.45,15.69,3.19
PALRED,Palred Technologies Limited,B ,10.00,IT Enabled Services,Information Technology,140.0,142.55,142.7,138.0,139.7,352.15,100.6,145.65(5%),131.85(5%),,,,135.04,83.72,10.0,4.12,4.21,33.7,3.56,10.57,1.47
PETRONET,PETRONET LNG LTD.,A ,10.00,LPG/CNG/PNG/LNG Supplier,Energy,213.45,213.45,216.2,212.8,214.51,243.0,190.3,237.35(10%),194.25(10%),1.41,0.73,1.57,32370,16185,1.0,22.35,27.47,9.66,2.41,24.97,
BIOCON,BIOCON LTD.,A ,5.00,Pharmaceuticals,Healthcare,313.85,315.0,316.15,311.8,313.89,410.5,305.0,344.30(10%),281.70(10%),1.47,0.62,1.95,37578.78,14279.94,10.0,0.6,1.52,522.65,4.64,0.89,
PTC,PTC INDIA LTD.,A ,10.00,Power Trading,Utilities,83.5,84.2,84.45,83.65,84.06,144.45,70.25,100.80(20%),67.20(20%),0.7,0.44,,2486.47,1989.18,10.0,14.35,14.48,5.85,0.64,10.85,36.64
MAHABANK,BANK OF MAHARASHTRA,A ,10.00,Public Sector Bank,Financial Services,17.35,17.35,17.55,17.25,17.44,22.8,15.0,20.75(20%),13.85(20%),2.51,2.06,,11643.76,1047.94,10.0,2.07,2.07,8.34,0.84,10.05,35.83
RKFORGE,RAMKRISHNA FORGINGS LTD.,A ,2.00,Castings & Forgings,Industrials,191.25,191.0,192.5,188.85,190.76,251.92,145.5,229.05(20%),152.75(20%),1.03,0.47,,3052.29,1648.24,10.0,14.33,25.42,13.32,2.79,20.94,90.03
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,B ,5.00,IT Enabled Services,Information Technology,299.4,293.3,301.4,293.3,298.01,382.4,230.2,355.00(20%),236.70(20%),0.15,,,1744.02,505.76,10.0,15.8,17.87,18.72,2.6,13.86,26.52
NDTV,NEW DELHI TELEVISION LTD.,B ,4.00,TV Broadcasting & Software Production,Consumer Discretionary,297.35,293.0,305.8,287.35,298.96,312.65,71.0,329.65(10%),269.75(10%),1.18,0.86,2.58,1932.2,753.56,10.0,9.18,12.03,32.66,5.59,17.12,
STAR,Strides Pharma Science Ltd,A ,10.00,Pharmaceuticals,Healthcare,350.6,351.0,352.8,344.0,346.64,791.0,263.45,414.20(20%),276.20(20%),0.27,0.13,,3100.02,2139.02,2.0,15.05,26.41,22.94,0.91,3.97,46.22
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,A ,2.00,Civil Construction,Industrials,7.99,8.0,8.25,7.93,8.09,13.1,7.01,9.58(20%),6.40(20%),18.65,16.71,1.35,1961.22,1215.96,1.0,-5.02,-3.45,-1.59,0.31,-19.28,
ULTRACEMCO,ULTRATECH CEMENT LTD.,A ,10.00,Cement & Cement Products,Commodities,6592.2,6598.0,6796.45,6598.0,6745.18,8267.0,5158.05,"7,458.65(10%)","6,102.55(10%)",0.27,0.29,19.6,195736.33,78294.53,10.0,240.39,326.56,28.21,3.97,14.08,
MINDAIND,MINDA INDUSTRIES LTD.-$,A ,2.00,Auto Components & Equipments,Consumer Discretionary,529.1,520.0,532.45,513.0,521.5,630.0,334.65,623.80(20%),415.90(20%),0.23,0.13,,29722.54,8916.76,10.0,3.43,6.76,151.62,11.19,7.38,66.67
TCS,TATA CONSULTANCY SERVICES LTD.,A ,1.00,Computers - Software & Consulting,Information Technology,3354.15,3354.0,3377.0,3354.0,3365.2,4045.5,2953.0,"3,701.75(10%)","3,028.75(10%)",1.92,0.25,8.49,1231362.26,344781.43,2.0,105.2,115.24,31.99,15.96,49.88,
COFORGE,Coforge Ltd,A ,10.00,Computers - Software & Consulting,Information Technology,3899.6,3900.0,3976.25,3896.95,3945.52,6133.0,3224.45,"4,327.30(10%)","3,540.60(10%)",0.14,,2.42,23966.16,14379.7,10.0,99.7,114.49,39.46,10.86,27.53,
GULFPETRO,GP Petroleums Limited,B ,5.00,Lubricants,Energy,57.3,58.0,58.05,55.0,56.44,65.6,39.35,66.30(20%),44.20(20%),0.33,0.42,,281.69,76.06,2.0,6.89,7.46,8.02,1.12,13.98,23.57
CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,A ,1.00,Plywood Boards/ Laminates,Consumer Discretionary,624.8,623.3,647.0,623.3,636.7,749.0,352.25,757.60(20%),505.10(20%),0.2,0.31,1.95,14026.89,3787.26,1.0,17.46,20.56,36.17,8.96,24.78,
WELENT,Welspun Enterprises Ltd,A ,10.00,Engineering- Designing & Construction,Industrials,107.5,107.6,113.15,107.55,111.57,113.15,69.0,133.35(20%),88.95(20%),0.73,0.77,,1666.51,749.93,10.0,6.56,7.39,16.93,0.88,5.2,86.34
NTPC,NTPC LTD.,A ,10.00,Electric Utilities,Utilities,154.8,155.2,157.1,154.1,155.95,166.3,111.95,171.45(10%),140.35(10%),9.44,4.17,6.51,151171.03,74073.8,10.0,17.16,28.99,9.08,1.18,13,
SALSTEEL,S.A.L.STEEL LTD.,B ,10.00,Sponge Iron,Commodities,8.64,8.7,8.84,8.25,8.59,17.55,7.55,9.58(10%),7.84(10%),0.26,0.12,,74.01,36.26,10.0,1.36,2.44,6.41,1.96,30.52,1.06
JBMA,JBM AUTO LTD.,B ,2.00,Auto Components & Equipments,Consumer Discretionary,414.3,419.0,423.45,402.55,410.43,675.98,164.0,430.90(5%),389.90(5%),,0.16,,4852.86,727.93,5.0,13.27,20.48,30.93,5.45,17.62,66.43
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,A ,1.00,Sugar,Fast Moving Consumer Goods,109.15,109.15,110.6,106.2,108.12,148.45,62.4,129.05(20%),86.05(20%),1.86,1.54,1.66,2025.18,1174.61,10.0,8.91,11.26,12.07,3.01,24.92,
INDOCO,INDOCO REMEDIES LTD.,A ,2.00,Pharmaceuticals,Healthcare,400.85,403.75,403.75,390.8,395.92,529.7,321.05,470.50(20%),313.70(20%),,,,3613.22,1481.42,1.0,16.77,25.34,23.38,4,17.09,11.24
VIPCLOTHNG,VIP Clothing Ltd,B ,2.00,Garments & Apparels,Consumer Discretionary,22.9,23.05,23.2,22.8,23.02,34.15,16.0,25.40(10%),20.80(10%),0.28,0.22,,190.8,95.4,10.0,-0.27,0.2,-86.18,1.43,-1.66,5.03
IMPEXFERRO,IMPEX FERRO TECH LTD.,T ,10.00,Ferro & Silica Manganese,Commodities,5.85,5.7,6.14,5.61,6.07,17.1,0.93,6.44(5%),5.84(5%),0.96,2.16,,53.99,16.74,1.0,-1.91,-1.16,-3.22,-0.22,6.85,13.12
XCHANGING,XCHANGING SOLUTIONS LTD.,B ,10.00,Computers - Software & Consulting,Information Technology,72.4,73.25,74.05,72.25,73.17,131.5,55.9,87.40(20%),58.30(20%),0.18,0.11,,811.58,202.89,2.0,1.99,2.07,36.57,3.04,8.3,7.85
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Z ,10.00,Airline,Services,102.9,102.95,104.0,102.0,103.25,137.6,72.0,108.55(5%),98.25(5%),0.19,0.18,,1174.6,880.95,10.0,-68.01,-52.7,-1.52,-0.07,4.68,18.9
MORARJEE,MORARJEE TEXTILES LTD.,B ,7.00,Other Textile Products,Consumer Discretionary,19.15,20.95,20.95,19.0,19.52,33.8,14.5,21.15(10%),17.35(10%),,,,69.87,24.45,10.0,-24.25,-17.95,-0.79,-0.75,94.56,0.11
JINDALPHOT,JINDAL PHOTO LTD.,B ,10.00,Photographic Products,Fast Moving Consumer Goods,217.75,193.45,221.0,193.45,217.07,485.2,77.55,259.80(20%),173.20(20%),,,,222.09,55.52,10.0,-3.98,-3.93,-54.43,13.16,-24.17,10.93
PONDYOXIDE,PONDY OXIDES & CHEMICALS LTD.,X ,10.00,Ferro & Silica Manganese,Commodities,680.55,679.8,699.0,679.8,688.65,929.55,359.0,821.25(20%),547.55(20%),0.32,0.1,,397.8,202.88,5.0,83.01,98.47,8.25,1.91,23.18,72.18
JPPOWER,Jaiprakash Power Ventures Limited,A ,10.00,Electric Utilities,Utilities,7.31,7.47,7.8,7.45,7.63,11.22,3.37,9.19(20%),6.13(20%),144.48,279.24,21.3,5249.75,3622.33,10.0,0.16,0.86,48.39,0.49,1.01,
3IINFOTECH,3I INFOTECH LTD.,B ,10.00,Computers - Software & Consulting,Information Technology,40.1,40.2,41.95,40.2,41.14,119.4,6.71,49.00(20%),32.70(20%),1.16,2.1,,687.85,612.19,1.0,0.73,1.6,56.33,0.81,1.44,86.29
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,T ,10.00,Engineering- Designing & Construction,Industrials,4.54,4.32,4.32,4.32,4.32,11.5,3.21,4.53(5%),4.11(5%),1.68,,,74.37,47.6,10.0,-3.65,-3.36,-1.18,-5.61,470.56,0.05
GOKEX,GOKALDAS EXPORTS LTD.,B ,5.00,Garments & Apparels,Consumer Discretionary,328.3,334.0,348.0,330.2,340.62,519.55,180.85,414.95(20%),276.65(20%),0.49,0.61,2.08,2092.33,1590.17,2.0,26.33,36.75,13.13,2.95,22.45,
ALLSEC,ALLSEC TECHNOLOGIES LTD.,B ,10.00,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,483.05,480.0,490.0,479.95,481.14,748.6,387.5,582.45(20%),388.35(20%),,,,739.67,199.71,10.0,15.72,28.01,30.88,4.56,14.78,0.59
IIFL,IIFL Finance Ltd,A ,2.00,Non Banking Financial Company (NBFC),Financial Services,333.2,332.25,336.6,329.35,332.68,395.15,260.4,396.50(20%),264.40(20%),0.43,0.14,,12548.5,5019.4,1.0,21.03,23.93,15.71,2.83,18.04,46.43
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,B ,10.00,Pharmaceuticals,Healthcare,144.25,145.85,153.9,145.85,151.81,177.95,97.0,182.85(20%),121.95(20%),0.12,0.18,,241.22,118.2,5.0,12.42,18.9,12.27,1.6,13.06,27.17
SHOPERSTOP,SHOPPERS STOP LTD.,A ,5.00,Diversified Retail,Consumer Discretionary,597.4,597.4,604.8,589.25,597.02,629.7,225.75,712.65(20%),475.15(20%),0.49,0.13,,6503.22,2211.09,5.0,4.92,36.76,120.79,66.14,54.78,78.01
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,B ,10.00,Electronic Media,Consumer Discretionary,16.02,15.96,17.3,15.5,16.54,47.55,8.61,18.71(10%),15.31(10%),,0.11,,26.65,10.13,10.0,0.04,0.1,429.84,-2.15,-0.5,1.86
NDL,Nandan Denim Limited,B ,10.00,Other Textile Products,Consumer Discretionary,27.3,28.85,28.85,26.8,27.31,69.9,21.71,32.85(20%),21.95(20%),0.4,0.17,,394.96,138.24,2.0,4.7,7.79,5.82,0.73,12.58,4.54
JSWHL,JSW Holdings Limited,A ,10.00,Investment Company,Financial Services,3469.35,3534.1,3536.2,3449.1,3491.94,5499.9,2806.0,"4,191.40(20%)","2,794.30(20%)",,,,3876.93,1318.16,2.0,123.48,123.49,28.29,0.2,0.7,2.3
JKCEMENT,J.K.CEMENT LTD.,A ,10.00,Cement & Cement Products,Commodities,2539.0,2535.0,2657.0,2535.0,2613.28,3836.65,2005.0,"2,882.25(10%)","2,358.25(10%)",,0.11,2.89,20241.78,8906.38,1.0,81.62,118.12,32.1,4.76,14.83,
BEEYU,BEEYU OVERSEAS LTD.,X ,10.00,Trading & Distributors,Services,2.87,2.72,3.09,2.72,2.88,6.33,0.64,3.28(10%),2.70(10%),,,,4.23,3.17,10.0,0.01,0.02,469.81,16.61,3.52,0.15
YESBANK,YES BANK LTD.,A ,2.00,Private Sector Bank,Financial Services,16.68,16.84,16.98,16.6,16.72,17.88,10.51,19.99(20%),13.33(20%),455.08,284.21,47.51,41741.6,21288.22,10.0,0.47,0.47,35.68,1.24,3.47,
NECLIFE,NECTAR LIFESCIENCES LTD.,B ,1.00,Pharmaceuticals,Healthcare,24.35,24.45,24.75,24.0,24.19,38.95,20.75,28.85(20%),19.25(20%),0.21,0.13,,539.35,237.31,5.0,1.13,3.67,21.3,0.5,2.33,3.05
MSPL,MSP STEEL & POWER LTD.,B ,10.00,Iron & Steel Products,Industrials,9.86,10.0,10.0,9.81,9.9,18.9,8.63,11.83(20%),7.89(20%),0.89,0.81,,380.02,220.41,5.0,0.88,2.29,11.19,0.61,5.49,8.03
SPLIL,SPL INDUSTRIES LTD.,B ,10.00,Trading - Textile Products,Consumer Discretionary,55.5,55.5,55.5,54.3,54.93,79.95,38.8,66.00(20%),44.00(20%),,,,159.5,49.45,10.0,7.27,8.1,7.56,1.06,14.03,2.24
KTKBANK,KARNATAKA BANK LTD.,A ,10.00,Private Sector Bank,Financial Services,72.05,72.8,73.95,71.9,73.19,81.8,51.55,87.75(20%),58.55(20%),1.67,1.86,1.36,2277.11,2277.11,1.0,16.6,16.6,4.41,0.32,7.28,
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,B ,5.00,Tea & Coffee,Fast Moving Consumer Goods,22.4,22.5,23.0,22.1,22.58,35.7,18.0,27.00(20%),18.00(20%),0.65,0.26,,235.03,218.57,5.0,-13.04,-7.65,-1.73,0.16,-9.18,5.88
FACORALL,FACOR ALLOYS LTD.,X ,1.00,Ferro & Silica Manganese,Commodities,7.7,7.82,7.82,7.6,7.73,11.15,3.78,8.50(10%),6.96(10%),4.81,2.5,,151.16,83.14,1.0,0.91,0.98,8.54,0.92,10.75,19.31
IDFC,IDFC LIMITED,A ,10.00,Holding Company,Financial Services,58.9,59.1,60.85,59.1,60.1,70.15,41.7,66.40(10%),54.40(10%),4.93,5.55,3.34,9642.84,8099.98,5.0,0.14,0.14,439.31,1.04,0.24,
VIVIMEDLAB,VIVIMED LABS LTD.,B ,2.00,Pharmaceuticals,Healthcare,10.35,10.38,10.7,10.23,10.45,26.5,7.58,11.00(5%),9.96(5%),0.23,0.12,,86.89,67.78,10.0,-8.17,-6.07,-1.28,0.19,-14.82,1.27
RML,RANE (MADRAS) LTD.,B ,10.00,Auto Components & Equipments,Consumer Discretionary,385.95,385.0,394.0,383.0,388.97,450.5,260.0,461.10(20%),307.40(20%),,,,624.99,168.75,10.0,32.55,71.24,11.8,1.67,14.12,8.11
HTMEDIA,HT MEDIA LTD.,B ,2.00,Print Media,Consumer Discretionary,21.35,21.55,22.2,20.35,21.43,39.15,18.45,24.80(20%),16.60(20%),0.34,0.44,,481.79,144.54,10.0,-0.86,3,-23.95,0.43,-1.79,9.35
SASKEN,Sasken Technologies Ltd,A ,10.00,IT Enabled Services,Information Technology,791.85,790.0,793.0,785.05,790.02,1528.95,713.3,944.75(20%),629.85(20%),,,,1184.96,651.73,10.0,67.83,71.7,11.61,1.8,15.55,3.51
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,B ,1.00,IT Enabled Services,Information Technology,2.72,2.72,2.76,2.67,2.72,9.05,1.22,2.99(10%),2.45(10%),17.83,24.11,,465,339.45,10.0,-,0.02,-92999.69,1.55,-,65.52
